name;model;price;country;mileage;registration;transmission;power;fueltype;Automat;Benzín;CNG;Diesel;Elektřina;Hybrid;LPG;Ostatní paliva
Skoda Octavia 110 kW;Octavia;488990;Španělsko;33474;2020;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW;Kodiaq;1035490;Německo;26590;2021;Automat;140;Benzín;1;1;0;0;0;0;0;0
Skoda Kodiaq 147 kW;Kodiaq;1085490;Německo;16100;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Octavia 85 kW;Octavia;461990;Španělsko;27916;2019;Automat;85;Benzín;1;1;0;0;0;0;0;0
Skoda Octavia 85 kW;Octavia;333990;Polsko;124814;2018;Manuál;85;Diesel;0;0;0;1;0;0;0;0
Skoda Fabia 1.0 TSI 70 kW;Fabia;410490;Francie;13786;2021;Automat;70;Benzín;1;1;0;0;0;0;0;0
Skoda Yeti 2.0 TDI Green Tec 4x4 Style 110 kW;Yeti;456990;Německo;131500;2017;Automat;110;Diesel;1;0;0;1;0;0;0;0
Skoda Scala 1.0 TSI DSG Ambition 81 kW;Scala;509490;Španělsko;12610;2021;Automat;81;Benzín;1;1;0;0;0;0;0;0
Skoda Enyaq iV 80 150 kW;Enyaq iV;1271490;Francie;6000;2021;Automat;150;Elektřina;1;0;0;0;1;0;0;0
Skoda Superb 2.0 TSI 4x4 DSG L&K 200 kW;Superb;1073490;Německo;14986;2021;Automat;200;Benzín;1;1;0;0;0;0;0;0
Skoda Scala 110 kW;Scala;714490;Německo;18000;2021;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Citigo 1.0 MPI Active 44 kW;Citigo;116990;Německo;110000;2015;Manuál;44;Benzín;0;1;0;0;0;0;0;0
Skoda Rapid 77 kW;Rapid;236490;Německo;142550;2015;Manuál;77;Benzín;0;1;0;0;0;0;0;0
Skoda Rapid 85 kW;Rapid;336490;Německo;95835;2018;Manuál;85;Diesel;0;0;0;1;0;0;0;0
Skoda Kodiaq 180 kW;Kodiaq;1265490;Německo;4898;2021;Automat;180;Benzín;1;1;0;0;0;0;0;0
Skoda Rapid 66 kW;Rapid;212990;Polsko;110838;2016;Manuál;66;Diesel;0;0;0;1;0;0;0;0
Skoda Kodiaq 2.0 TDI 4x4 DSG Sportline 140 kW;Kodiaq;1011490;Švédsko;25050;2020;Automat;140;Diesel;1;0;0;1;0;0;0;0
Skoda Scala 110 kW;Scala;698990;Německo;2000;2021;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Citigo 1.0 MPI 44 kW;Citigo;187490;Francie;48750;2017;Manuál;44;Benzín;0;1;0;0;0;0;0;0
Skoda Superb 147 kW;Superb;1048990;Německo;20826;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Karoq 1.5 TSI ACT DSG 110 kW;Karoq;798990;Německo;13505;2021;Automat;110;Benzín;1;1;0;0;0;0;0;0
Skoda Superb 2.0 TDI Tec Ambition 110 kW;Superb;855990;Německo;21562;2021;Automat;110;Diesel;1;0;0;1;0;0;0;0
Skoda Citigo 1.0 MPI 55 kW;Citigo;218490;Polsko;46698;2018;Manuál;55;Benzín;0;1;0;0;0;0;0;0
Skoda Kodiaq 147 kW;Kodiaq;1072990;Německo;26500;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Octavia 2.0 TDI DSG Ambition 110 kW;Octavia;829490;Německo;4900;2021;Automat;110;Diesel;1;0;0;1;0;0;0;0
Skoda Enyaq iV 60 132 kW;Enyaq iV;974990;Francie;1000;2021;Automat;132;Elektřina;1;0;0;0;1;0;0;0
Skoda Yeti 1.4 TSI Drive 92 kW;Yeti;357490;Německo;117907;2017;Manuál;92;Benzín;0;1;0;0;0;0;0;0
Skoda Kodiaq 180 kW;Kodiaq;1290990;Německo;4999;2022;Automat;180;Benzín;1;1;0;0;0;0;0;0
Skoda Rapid 70 kW;Rapid;209490;Německo;135420;2017;Manuál;70;Benzín;0;1;0;0;0;0;0;0
Skoda Kamiq 1.0 TSI 81 kW;Kamiq;473990;Slovensko;9000;2022;Manuál;81;Benzín;0;1;0;0;0;0;0;0
Skoda Enyaq iV 60 132 kW;Enyaq iV;1018490;Francie;8000;2021;Automat;132;Elektřina;1;0;0;0;1;0;0;0
Skoda Scala 110 kW;Scala;672990;Německo;22900;2021;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Scala 1.0 TSI DSG 85 kW;Scala;455990;Německo;19500;2021;Automat;85;Benzín;1;1;0;0;0;0;0;0
Skoda Octavia 2.0 TDI 4x4 DSG RS 135 kW;Octavia;659490;Švédsko;49560;2019;Automat;135;Diesel;1;0;0;1;0;0;0;0
Skoda Superb 147 kW;Superb;1110990;Německo;10490;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Rapid 66 kW;Rapid;299990;Německo;81100;2016;Automat;66;Diesel;1;0;0;1;0;0;0;0
Skoda Rapid 85 kW;Rapid;286990;Polsko;78078;2017;Manuál;85;Diesel;0;0;0;1;0;0;0;0
Skoda Karoq 1.0 TSI Ambition 87 kW;Karoq;448490;Francie;59345;2018;Manuál;87;Benzín;0;1;0;0;0;0;0;0
Skoda Fabia 1.0 MPI Ambition 55 kW;Fabia;262990;Německo;52460;2016;Manuál;55;Benzín;0;1;0;0;0;0;0;0
Skoda Citigo 1.0 MPI 55 kW;Citigo;219490;Německo;22224;2017;Manuál;55;Benzín;0;1;0;0;0;0;0;0
Skoda Fabia 1.0 MPI 55 kW;Fabia;202490;Německo;69000;2018;Manuál;55;Benzín;0;1;0;0;0;0;0;0
Skoda Kodiaq 2.0 4x4 DSG RS 176 kW;Kodiaq;1164990;Německo;39500;2020;Automat;176;Diesel;1;0;0;1;0;0;0;0
Skoda Kamiq 1.0 TSI DSG Ambition 81 kW;Kamiq;549490;Francie;13524;2021;Automat;81;Benzín;1;1;0;0;0;0;0;0
Skoda Kodiaq 147 kW;Kodiaq;1047990;Německo;21900;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Scala Style 110 kW;Scala;572490;Německo;30616;2020;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Rapid 70 kW;Rapid;265490;Polsko;64720;2018;Manuál;70;Benzín;0;1;0;0;0;0;0;0
Skoda Enyaq iV 60 Sportline 132 kW;Enyaq iV;932490;Francie;5000;2021;Automat;132;Elektřina;1;0;0;0;1;0;0;0
Skoda Enyaq iV 80 150 kW;Enyaq iV;1271490;Francie;6500;2021;Automat;150;Elektřina;1;0;0;0;1;0;0;0
Skoda Octavia 2.0l TDI DSG 4x4 147 kW;Octavia;1035990;Německo;25750;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Superb 147 kW;Superb;1164990;Německo;1679;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG Ambition 140 kW;Kodiaq;984490;Německo;18598;2021;Automat;140;Benzín;1;1;0;0;0;0;0;0
Skoda Scala 110 kW;Scala;621990;Německo;18250;2020;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Superb 162 kW;Superb;553490;Polsko;80928;2017;Automat;162;Benzín;1;1;0;0;0;0;0;0
Skoda Karoq 2.0 TDI SCR 4x4 DSG Style 110 kW;Karoq;638490;Belgie;41000;2019;Automat;110;Diesel;1;0;0;1;0;0;0;0
Skoda Kodiaq 2.0 4x4 DSG RS 176 kW;Kodiaq;1216490;Německo;50000;2020;Automat;176;Diesel;1;0;0;1;0;0;0;0
Skoda Karoq 1.0 TSI 85 kW;Karoq;485990;Francie;76000;2019;Manuál;85;Benzín;0;1;0;0;0;0;0;0
Skoda Superb 147 kW;Superb;1057990;Německo;27122;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Karoq 1.5 TSI ACT DSG 110 kW;Karoq;804490;Německo;3000;2021;Automat;110;Benzín;1;1;0;0;0;0;0;0
Skoda Kodiaq 2.0 4x4 DSG RS 176 kW;Kodiaq;1212990;Německo;32790;2020;Automat;176;Diesel;1;0;0;1;0;0;0;0
Skoda Fabia 1.0 MPI Ambition 55 kW;Fabia;285490;Španělsko;30125;2019;Manuál;55;Benzín;0;1;0;0;0;0;0;0
Skoda Rapid 77 kW;Rapid;202490;Polsko;115200;2014;Manuál;77;Benzín;0;1;0;0;0;0;0;0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG Sportline 140 kW;Kodiaq;1215490;Německo;6908;2021;Automat;140;Benzín;1;1;0;0;0;0;0;0
Skoda Scala Style 110 kW;Scala;567490;Německo;15500;2020;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW;Kodiaq;981990;Německo;13100;2021;Automat;140;Benzín;1;1;0;0;0;0;0;0
Skoda Karoq 1.5 TSI ACT DSG Ambition 110 kW;Karoq;558490;Španělsko;75800;2018;Automat;110;Benzín;1;1;0;0;0;0;0;0
Skoda Karoq 2.0 TDI SCR 4x4 DSG Ambition 110 kW;Karoq;894490;Německo;1000;2021;Automat;110;Diesel;1;0;0;1;0;0;0;0
Skoda Octavia 1.6 TDI Green Tec 85 kW;Octavia;485990;Francie;41704;2020;Manuál;85;Diesel;0;0;0;1;0;0;0;0
Skoda Rapid 1.2 TSI Tec 77 kW;Rapid;236490;Francie;95000;2016;Manuál;77;Benzín;0;1;0;0;0;0;0;0
Skoda Karoq 1.5 TSI ACT DSG 110 kW;Karoq;764990;Francie;2000;2021;Automat;110;Benzín;1;1;0;0;0;0;0;0
Skoda Enyaq iV 60 132 kW;Enyaq iV;932490;Francie;5000;2021;Automat;132;Elektřina;1;0;0;0;1;0;0;0
Skoda Kamiq 1.5 TSI 110 kW;Kamiq;561990;Francie;33668;2020;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Rapid 85 kW;Rapid;312490;Polsko;104000;2017;Manuál;85;Diesel;0;0;0;1;0;0;0;0
Skoda Octavia 2.0 TDI Green Tec Joy 110 kW;Octavia;391990;Rakousko;134868;2017;Automat;110;Diesel;1;0;0;1;0;0;0;0
Skoda Rapid 81 kW;Rapid;254990;Polsko;147449;2018;Manuál;81;LPG;0;0;0;0;0;0;1;0
Skoda Rapid 1.0 TSI Clever 70 kW;Rapid;295990;Německo;116391;2018;Manuál;70;Benzín;0;1;0;0;0;0;0;0
Skoda Citigo 1.0 MPI Tec 44 kW;Citigo;219490;Francie;40128;2019;Manuál;44;Benzín;0;1;0;0;0;0;0;0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW;Kodiaq;971990;Německo;28100;2021;Automat;140;Benzín;1;1;0;0;0;0;0;0
Skoda Scala Style 110 kW;Scala;700490;Německo;11000;2021;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Fabia 1.0 Green Tec Active 55 kW;Fabia;226990;Slovensko;73000;2018;Manuál;55;Benzín;0;1;0;0;0;0;0;0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW;Kodiaq;984490;Německo;13300;2021;Automat;140;Benzín;1;1;0;0;0;0;0;0
Skoda Yeti 2.0 TDI 4x4 Ambition 110 kW;Yeti;422990;Rakousko;117000;2016;Manuál;110;Diesel;0;0;0;1;0;0;0;0
Skoda Octavia 110 kW;Octavia;773490;Polsko;13675;2021;Automat;110;Hybrid;1;0;0;0;0;1;0;0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW;Kodiaq;1033990;Německo;16260;2021;Automat;140;Benzín;1;1;0;0;0;0;0;0
Skoda Octavia 2.0 TDI Drive 110 kW;Octavia;398990;Německo;142766;2017;Manuál;110;Diesel;0;0;0;1;0;0;0;0
Skoda Octavia 1.6 TDI Green Tec Style 85 kW;Octavia;311990;Itálie;125000;2018;Automat;85;Diesel;1;0;0;1;0;0;0;0
Skoda Octavia 2.0 TDI Green Tec Style 110 kW;Octavia;509490;Itálie;51300;2018;Automat;110;Diesel;1;0;0;1;0;0;0;0
Skoda Fabia 1.0 TSI Ambition 70 kW;Fabia;311990;Španělsko;25116;2021;Manuál;70;Benzín;0;1;0;0;0;0;0;0
Skoda Enyaq iV 80 150 kW;Enyaq iV;1319990;Francie;4000;2021;Automat;150;Elektřina;1;0;0;0;1;0;0;0
Skoda Octavia 2.0l TDI DSG 4x4 147 kW;Octavia;981990;Německo;32259;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Scala 110 kW;Scala;685990;Německo;19900;2020;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Superb 147 kW;Superb;1061990;Německo;21929;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Kodiaq 147 kW;Kodiaq;1084490;Německo;24900;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Scala 1.0 TSI Ambition 70 kW;Scala;445990;Španělsko;13000;2021;Manuál;70;Benzín;0;1;0;0;0;0;0;0
Skoda Enyaq iV 80 150 kW;Enyaq iV;1407490;Německo;7364;2021;Automat;150;Elektřina;1;0;0;0;1;0;0;0
Skoda Octavia 1.6 TDI Green Tec 85 kW;Octavia;485990;Francie;58918;2020;Manuál;85;Diesel;0;0;0;1;0;0;0;0
